area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
新北市烏來區第01選區,1,吳真,無黨籍及未經政黨推薦,m,0490414,58,新北市,專科,Y,Y,352
新北市烏來區第01選區,2,林洋山,無黨籍及未經政黨推薦,m,0480201,59,新北市,專科,N,Y,380
新北市烏來區第01選區,3,余遠源,無黨籍及未經政黨推薦,m,0450106,62,新北市,高中(職)以下,N,N,176
新北市烏來區第01選區,4,林啟明,無黨籍及未經政黨推薦,m,0510519,56,新北市,高中,N,N,114
新北市烏來區第01選區,5,高淑敏,無黨籍及未經政黨推薦,f,0401115,67,新北市,高中,Y,N,207
新北市烏來區第02選區,1,吳承翰,無黨籍及未經政黨推薦,m,0480725,59,新北市,高中,N,N,302
新北市烏來區第02選區,2,簡建成,無黨籍及未經政黨推薦,m,0420715,65,新北市,高中(職)以下,Y,Y,412
新北市烏來區第02選區,3,王文炳,無黨籍及未經政黨推薦,m,0411210,65,臺灣省,高中,Y,N,311
新北市烏來區第02選區,4,沈常福,無黨籍及未經政黨推薦,m,0560704,51,新北市,高中,N,Y,485
新北市烏來區第02選區,5,朱鴻益,無黨籍及未經政黨推薦,m,0430402,64,新北市,高中(職)以下,Y,Y,377
新北市烏來區第03選區,1,黃清波,無黨籍及未經政黨推薦,m,0400515,67,新北市,高中(職)以下,Y,Y,303
新北市烏來區第04選區,1,宗玉祥,無黨籍及未經政黨推薦,m,0450917,62,新北市,高中,N,N,226
新北市烏來區第04選區,2,蔡成雄,無黨籍及未經政黨推薦,m,0540415,53,新北市,高中,N,Y,258
桃園市復興區第01選區,1,林沛筠,無黨籍及未經政黨推薦,m,0551025,52,桃園市,專科,Y,N,219
桃園市復興區第01選區,2,張倉豪,中國國民黨,m,0410102,66,桃園市,專科,N,Y,419
桃園市復興區第01選區,3,林玉花,無黨籍及未經政黨推薦,f,0450201,62,桃園市,高中,Y,Y,454
桃園市復興區第01選區,4,黃盛,無黨籍及未經政黨推薦,m,0411202,65,桃園市,高中,Y,Y,406
桃園市復興區第01選區,5,余文源,中國國民黨,m,0540822,53,桃園市,高中,Y,Y,624
桃園市復興區第01選區,6,高志弘,無黨籍及未經政黨推薦,m,0600820,47,桃園市,大學,N,N,301
桃園市復興區第01選區,7,陳子瀅,無黨籍及未經政黨推薦,f,0571005,50,桃園市,碩士,N,N,249
桃園市復興區第01選區,8,邱秀芬,無黨籍及未經政黨推薦,f,0550318,52,桃園市,高中,N,N,305
桃園市復興區第01選區,9,楊夢萍,無黨籍及未經政黨推薦,f,0580903,49,桃園市,高中,N,Y,389
桃園市復興區第02選區,1,余遠山,無黨籍及未經政黨推薦,m,0520908,55,桃園市,高中,N,N,244
桃園市復興區第02選區,2,楊苔英,無黨籍及未經政黨推薦,f,0500430,57,臺灣省,高中(職)以下,Y,N,186
桃園市復興區第02選區,3,黃再福,無黨籍及未經政黨推薦,m,0460725,61,桃園市,高中,N,Y,303
桃園市復興區第02選區,4,柯玉明,無黨籍及未經政黨推薦,m,0490215,58,桃園市,高中(職)以下,N,N,295
桃園市復興區第02選區,5,簡明仁,中國國民黨,m,0510910,56,桃園市,專科,N,Y,343
桃園市復興區第02選區,6,楊春樹,中國國民黨,m,0530102,54,桃園市,其他,Y,Y,297
桃園市復興區第02選區,7,黃義文,無黨籍及未經政黨推薦,m,0500220,57,桃園市,高中(職)以下,N,N,140
桃園市復興區第03選區,1,劉光榮,無黨籍及未經政黨推薦,m,0611112,46,桃園市,高中,N,N,44
桃園市復興區第03選區,2,姜清國,無黨籍及未經政黨推薦,m,0540510,53,臺灣省,高中(職)以下,N,Y,300
桃園市復興區第03選區,3,陳柏凱,無黨籍及未經政黨推薦,m,0780226,29,桃園市,碩士,N,N,221
桃園市復興區第03選區,4,林振德,無黨籍及未經政黨推薦,m,0440420,63,桃園市,專科,Y,Y,321
桃園市復興區第03選區,5,曾輝光,無黨籍及未經政黨推薦,m,0470706,60,桃園市,高中,Y,N,206
桃園市復興區第03選區,6,莊武忠,無黨籍及未經政黨推薦,m,0391106,68,桃園市,高中,N,N,61
桃園市復興區第03選區,7,李榮新,無黨籍及未經政黨推薦,m,0460324,61,桃園市,高中(職)以下,Y,Y,253
桃園市復興區第03選區,8,胡清榮,無黨籍及未經政黨推薦,m,0600301,47,桃園市,高中,N,N,226
桃園市復興區第03選區,9,"哈用．偉浪 Ha．Yung．Wilang",無黨籍及未經政黨推薦,m,0500517,57,桃園市,高中,N,N,208
臺中市和平區第01選區,1,管慧莉,無黨籍及未經政黨推薦,f,0510408,56,臺中市,高中,Y,N,298
臺中市和平區第01選區,2,蕭有祥,無黨籍及未經政黨推薦,m,0540825,53,臺中市,高中,N,Y,351
臺中市和平區第01選區,3,楊許益郎,無黨籍及未經政黨推薦,m,0490718,58,臺中市,高中(職)以下,N,N,170
臺中市和平區第01選區,4,王秋助,中國國民黨,m,0320718,75,臺中市,高中,Y,Y,589
臺中市和平區第01選區,5,葛榮正,無黨籍及未經政黨推薦,m,0580208,49,臺中市,專科,N,N,333
臺中市和平區第01選區,6,陳志勇,無黨籍及未經政黨推薦,m,0620724,45,臺中市,高中,Y,Y,651
臺中市和平區第01選區,7,徐裕傑,中國國民黨,m,0460405,61,臺中市,高中,Y,Y,548
臺中市和平區第02選區,1,楊淑青,中國國民黨,f,0441120,63,臺灣省,大學,Y,Y,407
臺中市和平區第02選區,2,林永智,無黨籍及未經政黨推薦,m,0561121,51,臺中市,專科,N,N,372
臺中市和平區第02選區,3,蘇慶祥,中國國民黨,m,0431019,64,臺中市,專科,Y,N,266
臺中市和平區第02選區,4,徐盛宗,無黨籍及未經政黨推薦,m,0481027,59,臺中市,高中,N,N,260
臺中市和平區第02選區,5,羅清輝,中國國民黨,m,0500608,57,臺中市,碩士,Y,Y,424
臺中市和平區第02選區,6,吳天祐,無黨籍及未經政黨推薦,m,0410912,66,臺灣省,大學,N,Y,387
臺中市和平區第03選區,1,林永富,無黨籍及未經政黨推薦,m,0540905,53,臺中市,高中,Y,Y,386
臺中市和平區第03選區,2,杜樑宇,無黨籍及未經政黨推薦,m,0461213,60,臺中市,高中,N,N,284
臺中市和平區第03選區,3,林吉財,無黨籍及未經政黨推薦,m,0510817,56,臺中市,高中,N,Y,367
臺中市和平區第03選區,4,劉國華,中國國民黨,m,0560909,51,臺中市,高中,Y,Y,611
臺中市和平區第03選區,5,羅進玉,無黨籍及未經政黨推薦,m,0560424,51,臺中市,高中,Y,N,349
高雄市茂林區第01選區,1,盧得勝,中國國民黨,m,0560219,51,高雄市,高中,Y,Y,150
高雄市茂林區第01選區,2,藍建雄,無黨籍及未經政黨推薦,m,0640205,43,高雄市,專科,N,N,110
高雄市茂林區第01選區,3,江國勇,無黨籍及未經政黨推薦,m,0550312,52,高雄市,高中(職)以下,N,N,100
高雄市茂林區第01選區,4,洪柳樹,無黨籍及未經政黨推薦,m,0400620,67,高雄市,高中(職)以下,N,Y,121
高雄市茂林區第01選區,5,孫佩馨,無黨籍及未經政黨推薦,f,0750103,32,臺灣省,大學,Y,Y,144
高雄市茂林區第01選區,6,蔡梁玉英,無黨籍及未經政黨推薦,f,0540204,53,高雄市,高中,Y,Y,146
高雄市桃源區第01選區,1,余佳美,無黨籍及未經政黨推薦,f,0610321,46,高雄市,高中,N,N,86
高雄市桃源區第01選區,2,顏子良,無黨籍及未經政黨推薦,m,0520615,55,高雄市,專科,N,N,94
高雄市桃源區第01選區,3,"高清源 Talum．Takiludun",無黨籍及未經政黨推薦,m,0480822,59,高雄市,大學,N,Y,217
高雄市桃源區第01選區,4,"張志誠 Haisul．Ispalavi",無黨籍及未經政黨推薦,m,0560313,51,高雄市,碩士,N,Y,221
高雄市桃源區第01選區,5,顏金菊,中國國民黨,f,0440226,63,高雄市,高中,Y,N,142
高雄市桃源區第01選區,6,吳清吉,無黨籍及未經政黨推薦,m,0420629,65,高雄市,高中(職)以下,N,Y,237
高雄市桃源區第01選區,7,吳靜雄,無黨籍及未經政黨推薦,m,0471204,59,高雄市,專科,N,N,20
高雄市桃源區第01選區,8,"顏明輝 Laniahu IspaLidav",中國國民黨,m,0461229,60,高雄市,大學,N,N,182
高雄市桃源區第01選區,9,王正國,無黨籍及未經政黨推薦,m,0531004,54,高雄市,高中(職)以下,Y,Y,249
高雄市桃源區第01選區,10,曾顯彬,無黨籍及未經政黨推薦,m,0541214,52,高雄市,大學,N,N,121
高雄市桃源區第01選區,11,謝宜真,中國國民黨,f,0560801,51,高雄市,高中(職)以下,Y,Y,244
高雄市桃源區第01選區,12,余金鐘,無黨籍及未經政黨推薦,m,0461103,61,高雄市,專科,N,N,187
高雄市那瑪夏區第01選區,1,朱家祺,無黨籍及未經政黨推薦,m,0650920,42,高雄市,高中(職)以下,Y,N,145
高雄市那瑪夏區第01選區,2,詹忠雄,無黨籍及未經政黨推薦,m,0660427,41,高雄市,高中,N,N,74
高雄市那瑪夏區第01選區,3,李義雄,無黨籍及未經政黨推薦,m,0661116,41,高雄市,高中(職)以下,N,Y,167
高雄市那瑪夏區第01選區,4,周孔義,無黨籍及未經政黨推薦,m,0530218,54,高雄市,高中,N,Y,239
高雄市那瑪夏區第01選區,5,徐惠美,無黨籍及未經政黨推薦,f,0590915,48,高雄市,高中,Y,Y,222
高雄市那瑪夏區第01選區,6,朱子亮,無黨籍及未經政黨推薦,m,0561102,51,高雄市,專科,N,N,69
高雄市那瑪夏區第01選區,7,彭孫美雲,無黨籍及未經政黨推薦,f,0561010,51,高雄市,高中(職)以下,N,Y,217
高雄市茂林區第02選區,1,江世平,無黨籍及未經政黨推薦,m,0610925,46,高雄市,高中,N,Y,176
高雄市茂林區第02選區,2,"詹淑靜 Arui‧Kadrava",無黨籍及未經政黨推薦,f,0570129,50,高雄市,高中,N,Y,102
高雄市茂林區第02選區,3,陳奕蓁,中國國民黨,f,0600513,47,高雄市,專科,Y,Y,153
高雄市茂林區第02選區,4,"盧月娥 Epe‧Talyru",無黨籍及未經政黨推薦,f,0531229,53,高雄市,高中,N,N,63
高雄市茂林區第02選區,5,"魏光保 Pusinga‧Tablenga",無黨籍及未經政黨推薦,m,0461028,61,高雄市,專科,Y,N,84
高雄市茂林區第02選區,6,"陳志成 Tangucu‧Ismahasan",無黨籍及未經政黨推薦,m,0400924,67,高雄市,高中,N,N,43
高雄市桃源區第02選區,1,杜章,無黨籍及未經政黨推薦,m,0490806,58,高雄市,高中(職)以下,Y,N,9
高雄市桃源區第02選區,2,林思光,無黨籍及未經政黨推薦,m,0470902,60,高雄市,高中(職)以下,N,N,119
高雄市桃源區第02選區,3,陳清富,無黨籍及未經政黨推薦,m,0421125,64,高雄市,高中(職)以下,N,N,76
高雄市桃源區第02選區,4,陳啟明,無黨籍及未經政黨推薦,m,0600214,47,高雄市,專科,N,Y,239
高雄市桃源區第02選區,5,杜司偉,無黨籍及未經政黨推薦,m,0651114,42,高雄市,高中(職)以下,N,Y,212
高雄市桃源區第02選區,6,陳英敏,無黨籍及未經政黨推薦,m,0450725,62,高雄市,專科,Y,N,186
高雄市那瑪夏區第02選區,1,李順德,無黨籍及未經政黨推薦,m,0700331,37,高雄市,高中(職)以下,N,Y,202
高雄市那瑪夏區第02選區,2,林春福,無黨籍及未經政黨推薦,m,0750927,32,高雄市,大學,N,N,142
高雄市那瑪夏區第02選區,3,"趙文彬 Umas‧Sukluman",無黨籍及未經政黨推薦,m,0460901,61,高雄市,高中(職)以下,Y,Y,259
高雄市那瑪夏區第02選區,4,"孫榮貴 Istanda‧Vachi",無黨籍及未經政黨推薦,m,0480313,59,高雄市,高中,Y,Y,242
高雄市那瑪夏區第02選區,5,林義山,無黨籍及未經政黨推薦,m,0650629,42,高雄市,高中,N,N,92
