city-town,zone,code,areas,name,party
嘉義縣水上鄉,嘉義縣水上鄉第02選區,10010120-02,大堀村/大崙村/塗溝村/龍德村/溪洲村/三鎮村/靖和村/南和村,,
嘉義縣水上鄉,嘉義縣水上鄉第03選區,10010120-03,國姓村/內溪村/義興村/忠和村/中庄村/南鄉村/三界村/柳林村/柳鄉村/柳新村/寬士村/民生村,,
嘉義縣中埔鄉,嘉義縣中埔鄉第01選區,10010130-01,和興村/富收村/和睦村/和美村,,
嘉義縣中埔鄉,嘉義縣中埔鄉第02選區,10010130-02,中埔村/塩舘村/金蘭村/社口村/灣潭村/隆興村/義仁村,,
嘉義縣中埔鄉,嘉義縣中埔鄉第03選區,10010130-03,龍門村/裕民村/深坑村/東興村/中崙村/石硦村/頂埔村/同仁村/瑞豐村/沄水村/三層村,,
嘉義縣竹崎鄉,嘉義縣竹崎鄉第01選區,10010140-01,竹崎村/和平村/坑頭村/灣橋村/沙坑村/獅埜村/義和村/義仁村,,
嘉義縣竹崎鄉,嘉義縣竹崎鄉第02選區,10010140-02,鹿滿村/內埔村/昇平村/白杞村/桃源村/紫雲村/塘興村/義隆村,,
嘉義縣竹崎鄉,嘉義縣竹崎鄉第03選區,10010140-03,仁壽村/中和村/光華村/復金村/緞繻村/金獅村/龍山村/文峯村,,
嘉義縣梅山鄉,嘉義縣梅山鄉第01選區,10010150-01,梅東村/梅南村/圳北村/過山村/梅北村/圳南村,,
嘉義縣梅山鄉,嘉義縣梅山鄉第02選區,10010150-02,半天村/大南村/永興村/双溪村/安靖村,,
嘉義縣梅山鄉,嘉義縣梅山鄉第03選區,10010150-03,太平村/碧湖村/龍眼村/太興村/瑞峯村/瑞里村/太和村,,
嘉義縣番路鄉,嘉義縣番路鄉第01選區,10010160-01,江西村/民和村/內甕村/新福村/下坑村/番路村,,
嘉義縣番路鄉,嘉義縣番路鄉第02選區,10010160-02,觸口村/大湖村/公田村/公興村/草山村,,
嘉義縣大埔鄉,嘉義縣大埔鄉第01選區,10010170-01,大埔村/和平村/永樂村,,
嘉義縣大埔鄉,嘉義縣大埔鄉第02選區,10010170-02,西興村/茄苳村,,
嘉義縣阿里山鄉,嘉義縣阿里山鄉第01選區,10010180-01,十字村/豐山村/中山村/中正村/香林村,,
嘉義縣阿里山鄉,嘉義縣阿里山鄉第02選區,10010180-02,來吉村/達邦村/樂野村,,
嘉義縣阿里山鄉,嘉義縣阿里山鄉第03選區,10010180-03,里佳村/山美村/新美村/茶山村,,
屏東縣屏東市,屏東縣屏東市第01選區,10013010-01,維新里/光榮里/大埔里/大同里,,
屏東縣屏東市,屏東縣屏東市第02選區,10013010-02,金泉里/楠樹里/豐年里/瑞光里/橋北里/長春里/豐榮里/豐源里/橋南里/歸心里/豐田里/大連里/湖西里/湖南里,,
屏東縣屏東市,屏東縣屏東市第03選區,10013010-03,崇武里/頂宅里/厚生里/建國里/新生里/一心里/義勇里/前進里/清溪里/長安里/永光里/大洲里/大武里/龍華里/玉成里/頂柳里/大湖里/永安里/新興里/公館里/安鎮里,,
屏東縣屏東市,屏東縣屏東市第04選區,10013010-04,仁愛里/廣興里/三山里/海豐里/仁義里/和興里/崇蘭里/空翔里/潭墘里/華山里/勝利里/永城里/溝美里/北勢里/中正里/北興里/信和里/崇陽里/公園里/斯文里,,
屏東縣潮州鎮,屏東縣潮州鎮第01選區,10013020-01,九塊里/潮州里/彭城里/三星里/三共里/三和里/同榮里/光華里,,
屏東縣潮州鎮,屏東縣潮州鎮第02選區,10013020-02,五魁里/蓬萊里/八爺里/檨子里/永春里/富春里/光春里/興美里/新榮里/新生里,,
屏東縣潮州鎮,屏東縣潮州鎮第03選區,10013020-03,四春里/崙東里/泗林里,,
屏東縣東港鎮,屏東縣東港鎮第01選區,10013030-01,興農里/新街里/東光里/內關帝里/東新里/新勝里/頂中里,,
屏東縣東港鎮,屏東縣東港鎮第02選區,10013030-02,福德里/朝安里/東隆里,,
屏東縣東港鎮,屏東縣東港鎮第03選區,10013030-03,豐漁里/盛漁里/興漁里/鎮海里/嘉蓮里/南平里,,
屏東縣東港鎮,屏東縣東港鎮第04選區,10013030-04,興和里/共和里/東津里/船頭里/下廍里/大潭里,,
屏東縣恆春鎮,屏東縣恆春鎮第01選區,10013040-01,城南里/城北里/城西里,,
屏東縣恆春鎮,屏東縣恆春鎮第02選區,10013040-02,德和里/網紗里/仁壽里/茄湖里/頭溝里/四溝里,,
屏東縣恆春鎮,屏東縣恆春鎮第03選區,10013040-03,龍水里/山海里/大光里/水泉里,,
屏東縣恆春鎮,屏東縣恆春鎮第04選區,10013040-04,南灣里/墾丁里/鵝鑾里/山腳里,,
屏東縣萬丹鄉,屏東縣萬丹鄉第01選區,10013050-01,甘棠村/新鐘村/興全村/興安村/新庄村/香社村/水仙村,,
屏東縣萬丹鄉,屏東縣萬丹鄉第02選區,10013050-02,田厝村/萬全村/萬後村/萬生村/寶厝村/萬安村/萬惠村/四維村/竹林村/水泉村,,
屏東縣萬丹鄉,屏東縣萬丹鄉第03選區,10013050-03,崙頂村/厦北村/厦南村/灣內村/後村村,,
屏東縣萬丹鄉,屏東縣萬丹鄉第04選區,10013050-04,上村村/加興村/社口村/磚寮村/社皮村/社上村/廣安村/社中村,,
屏東縣長治鄉,屏東縣長治鄉第01選區,10013060-01,新潭村/潭頭村/香楊村/長興村/進興村,,
屏東縣長治鄉,屏東縣長治鄉第02選區,10013060-02,德榮村/德和村/德成村/德協村/復興村/崙上村,,
屏東縣長治鄉,屏東縣長治鄉第03選區,10013060-03,繁昌村/繁榮村/繁隆村/榮華村/繁華村,,
屏東縣麟洛鄉,屏東縣麟洛鄉第01選區,10013070-01,新田村,,
屏東縣麟洛鄉,屏東縣麟洛鄉第02選區,10013070-02,麟頂村/麟蹄村,,
屏東縣麟洛鄉,屏東縣麟洛鄉第03選區,10013070-03,麟趾村,,
屏東縣麟洛鄉,屏東縣麟洛鄉第04選區,10013070-04,田中村/田心村/田道村,,
屏東縣九如鄉,屏東縣九如鄉第01選區,10013080-01,九清村/九塊村/九明村/大坵村,,
屏東縣九如鄉,屏東縣九如鄉第02選區,10013080-02,玉泉村/東寧村/玉水村,,
屏東縣九如鄉,屏東縣九如鄉第03選區,10013080-03,耆老村/三塊村,,
屏東縣九如鄉,屏東縣九如鄉第04選區,10013080-04,洽興村/後庄村,,
屏東縣里港鄉,屏東縣里港鄉第01選區,10013090-01,玉田村/塔樓村/潮厝村,,
屏東縣里港鄉,屏東縣里港鄉第02選區,10013090-02,大平村/永春村/春林村/過江村,,
屏東縣里港鄉,屏東縣里港鄉第03選區,10013090-03,載興村/茄苳村/鐵店村,,
屏東縣里港鄉,屏東縣里港鄉第04選區,10013090-04,土庫村/三廍村/中和村/瀰力村,,
屏東縣鹽埔鄉,屏東縣鹽埔鄉第01選區,10013100-01,高朗村/鹽北村/鹽中村/鹽南村/仕絨村,,
屏東縣鹽埔鄉,屏東縣鹽埔鄉第02選區,10013100-02,久愛村/振興村,,
屏東縣鹽埔鄉,屏東縣鹽埔鄉第03選區,10013100-03,新圍村/新二村,,
屏東縣鹽埔鄉,屏東縣鹽埔鄉第04選區,10013100-04,永隆村/彭厝村/洛陽村,,
屏東縣高樹鄉,屏東縣高樹鄉第01選區,10013110-01,高樹村/長榮村/東興村/東振村/源泉村/建興村/大埔村,,
屏東縣高樹鄉,屏東縣高樹鄉第02選區,10013110-02,新豐村/舊寮村/菜寮村/司馬村,,
屏東縣高樹鄉,屏東縣高樹鄉第03選區,10013110-03,泰山村/南華村/廣福村/廣興村,,
屏東縣高樹鄉,屏東縣高樹鄉第04選區,10013110-04,新南村/舊庄村/田子村/鹽樹村,,
屏東縣萬巒鄉,屏東縣萬巒鄉第01選區,10013120-01,萬巒村/萬全村/萬和村/鹿寮村/硫黃村,,
屏東縣萬巒鄉,屏東縣萬巒鄉第02選區,10013120-02,五溝村/成德村/泗溝村,,
屏東縣萬巒鄉,屏東縣萬巒鄉第03選區,10013120-03,萬金村/赤山村,,
屏東縣萬巒鄉,屏東縣萬巒鄉第04選區,10013120-04,佳佐村/佳和村/新厝村/新置村,,
屏東縣內埔鄉,屏東縣內埔鄉第01選區,10013130-01,內埔村/和興村/東寧村/內田村/興南村/義亭村/美和村,,
屏東縣內埔鄉,屏東縣內埔鄉第02選區,10013130-02,富田村/竹圍村/豐田村/振豐村,,
屏東縣內埔鄉,屏東縣內埔鄉第03選區,10013130-03,東勢村/東片村/上樹村,,
屏東縣內埔鄉,屏東縣內埔鄉第04選區,10013130-04,大新村/黎明村/隘寮村/水門村/龍泉村/龍潭村/建興村/老埤村/中林村,,
屏東縣竹田鄉,屏東縣竹田鄉第01選區,10013140-01,頭崙村/二崙村/美崙村/竹田村/竹南村/糶糴村/履豐村,,
屏東縣竹田鄉,屏東縣竹田鄉第02選區,10013140-02,福田村/永豐村/南勢村/西勢村,,
屏東縣竹田鄉,屏東縣竹田鄉第03選區,10013140-03,六巷村/泗洲村/大湖村/鳳明村,,
屏東縣新埤鄉,屏東縣新埤鄉第01選區,10013150-01,南豐村/新埤村/建功村/打鐵村,,
屏東縣新埤鄉,屏東縣新埤鄉第02選區,10013150-02,萬隆村/箕湖村/餉潭村,,
屏東縣枋寮鄉,屏東縣枋寮鄉第01選區,10013160-01,保生村/中寮村/安樂村/隆山村/枋寮村/新龍村,,
屏東縣枋寮鄉,屏東縣枋寮鄉第02選區,10013160-02,天時村/地利村/人和村/內寮村/新開村,,
屏東縣枋寮鄉,屏東縣枋寮鄉第03選區,10013160-03,東海村/大庄村/太源村/玉泉村,,
屏東縣新園鄉,屏東縣新園鄉第01選區,10013170-01,仙吉村/田洋村/港墘村/瓦[磘]村,,
屏東縣新園鄉,屏東縣新園鄉第02選區,10013170-02,港西村/內庄村/新東村/新園村,,
屏東縣新園鄉,屏東縣新園鄉第03選區,10013170-03,中洲村/南龍村/烏龍村/興龍村,,
屏東縣新園鄉,屏東縣新園鄉第04選區,10013170-04,五房村/鹽埔村/共和村,,
屏東縣崁頂鄉,屏東縣崁頂鄉第01選區,10013180-01,崁頂村/園寮村,,
屏東縣崁頂鄉,屏東縣崁頂鄉第02選區,10013180-02,圍內村/力社村,,
屏東縣崁頂鄉,屏東縣崁頂鄉第03選區,10013180-03,洲子村/北勢村,,
屏東縣崁頂鄉,屏東縣崁頂鄉第04選區,10013180-04,越溪村/港東村,,
屏東縣林邊鄉,屏東縣林邊鄉第01選區,10013190-01,林邊村/光林村/中林村/永樂村,,
屏東縣林邊鄉,屏東縣林邊鄉第02選區,10013190-02,仁和村/田厝村/水利村/崎峯村,,
屏東縣林邊鄉,屏東縣林邊鄉第03選區,10013190-03,鎮安村/竹林村,,
屏東縣南州鄉,屏東縣南州鄉第01選區,10013200-01,溪南村/七塊村/溪洲村/萬華村,,
屏東縣南州鄉,屏東縣南州鄉第02選區,10013200-02,仁里村/溪北村,,
屏東縣南州鄉,屏東縣南州鄉第03選區,10013200-03,米崙村/壽元村,,
屏東縣南州鄉,屏東縣南州鄉第04選區,10013200-04,南安村/同安村,,
屏東縣佳冬鄉,屏東縣佳冬鄉第01選區,10013210-01,佳冬村/六根村/賴家村/萬建村,,
屏東縣佳冬鄉,屏東縣佳冬鄉第02選區,10013210-02,石光村/玉光村,,
屏東縣佳冬鄉,屏東縣佳冬鄉第03選區,10013210-03,羌園村/大同村/昌隆村/豐隆村,,
屏東縣佳冬鄉,屏東縣佳冬鄉第04選區,10013210-04,塭豐村/燄溫村,,
屏東縣琉球鄉,屏東縣琉球鄉第01選區,10013220-01,本福村/中福村,,
屏東縣琉球鄉,屏東縣琉球鄉第02選區,10013220-02,漁福村/大福村,,
屏東縣琉球鄉,屏東縣琉球鄉第03選區,10013220-03,南福村/天福村,,
屏東縣琉球鄉,屏東縣琉球鄉第04選區,10013220-04,杉福村/上福村,,
屏東縣車城鄉,屏東縣車城鄉第01選區,10013230-01,田中村/海口村,,
屏東縣車城鄉,屏東縣車城鄉第02選區,10013230-02,福興村/福安村/統埔村/溫泉村,,
屏東縣車城鄉,屏東縣車城鄉第03選區,10013230-03,保力村,,
屏東縣車城鄉,屏東縣車城鄉第04選區,10013230-04,射寮村/後灣村/新街村/埔墘村,,
屏東縣滿州鄉,屏東縣滿州鄉第01選區,10013240-01,滿州村/里德村/响林村,,
屏東縣滿州鄉,屏東縣滿州鄉第02選區,10013240-02,永靖村/港口村,,
屏東縣滿州鄉,屏東縣滿州鄉第03選區,10013240-03,長樂村/九棚村/港仔村,,
屏東縣枋山鄉,屏東縣枋山鄉第01選區,10013250-01,枋山村,,
屏東縣枋山鄉,屏東縣枋山鄉第02選區,10013250-02,加祿村,,
屏東縣枋山鄉,屏東縣枋山鄉第03選區,10013250-03,楓港村/善餘村,,
屏東縣三地門鄉,屏東縣三地門鄉第01選區,10013260-01,大社村/三地村/達來村/德文村,,
屏東縣三地門鄉,屏東縣三地門鄉第02選區,10013260-02,青葉村/賽嘉村/口社村/馬兒村/安坡村/青山村,,
屏東縣霧臺鄉,屏東縣霧臺鄉第01選區,10013270-01,吉露村/霧台村/阿禮村,,
屏東縣霧臺鄉,屏東縣霧臺鄉第02選區,10013270-02,大武村/佳暮村/好茶村,,
屏東縣瑪家鄉,屏東縣瑪家鄉第01選區,10013280-01,北葉村/瑪家村,,
屏東縣瑪家鄉,屏東縣瑪家鄉第02選區,10013280-02,凉山村/佳義村/排灣村,,
屏東縣泰武鄉,屏東縣泰武鄉第01選區,10013290-01,佳平村/武潭村/平和村/萬安村,,
屏東縣泰武鄉,屏東縣泰武鄉第02選區,10013290-02,佳興村/泰武村,,
屏東縣來義鄉,屏東縣來義鄉第01選區,10013300-01,丹林村/古樓村/來義村/義林村,,
屏東縣來義鄉,屏東縣來義鄉第02選區,10013300-02,文樂村/望嘉村/南和村,,
屏東縣春日鄉,屏東縣春日鄉第01選區,10013310-01,古華村/士文村/春日村,,
屏東縣春日鄉,屏東縣春日鄉第02選區,10013310-02,七佳村/歸崇村/力里村,,
屏東縣獅子鄉,屏東縣獅子鄉第01選區,10013320-01,楓林村/丹路村/草埔村/內文村,,
屏東縣獅子鄉,屏東縣獅子鄉第02選區,10013320-02,竹坑村/獅子村/內獅村/南世村,,
屏東縣牡丹鄉,屏東縣牡丹鄉第01選區,10013330-01,石門村/牡丹村/東源村/旭海村,,
屏東縣牡丹鄉,屏東縣牡丹鄉第02選區,10013330-02,高士村/四林村,,
臺東縣臺東市,臺東縣臺東市第01選區,10014010-01,建國里/中華里/中正里/成功里/文化里/中山里,,
臺東縣臺東市,臺東縣臺東市第02選區,10014010-02,仁和里/馬蘭里/中心里/自強里/民族里/富岡里/南榮里/新生里/民生里/寶桑里/岩灣里/南王里/卑南里,,
臺東縣臺東市,臺東縣臺東市第03選區,10014010-03,豐里里/豐原里/豐安里/豐盛里/豐年里/光明里/豐樂里/永樂里/豐谷里/康樂里/東海里/新興里/豐榮里,,
臺東縣臺東市,臺東縣臺東市第04選區,10014010-04,建和里/建興里/知本里/建農里/豐田里/新園里,,
臺東縣成功鎮,臺東縣成功鎮第01選區,10014020-01,忠智里/忠仁里/和平里/信義里/博愛里/忠孝里/三仙里/三民里,,
臺東縣關山鎮,臺東縣關山鎮第01選區,10014030-01,中福里/里壠里/豐泉里,,
臺東縣關山鎮,臺東縣關山鎮第02選區,10014030-02,德高里/新福里,,
臺東縣關山鎮,臺東縣關山鎮第03選區,10014030-03,電光里/月眉里,,
臺東縣卑南鄉,臺東縣卑南鄉第01選區,10014040-01,太平村/利嘉村/東興村/溫泉村/富山村/富源村/利吉村/賓朗村/泰安村,,
臺東縣卑南鄉,臺東縣卑南鄉第02選區,10014040-02,明峰村/初鹿村/嘉豐村/美農村,,
臺東縣鹿野鄉,臺東縣鹿野鄉第01選區,10014050-01,永安村/鹿野村/龍田村,,
臺東縣鹿野鄉,臺東縣鹿野鄉第02選區,10014050-02,瑞豐村/瑞源村/瑞隆村/瑞和村,,
臺東縣池上鄉,臺東縣池上鄉第01選區,10014060-01,福文村/大埔村/福原村/新興村,,
臺東縣池上鄉,臺東縣池上鄉第02選區,10014060-02,慶豐村/大坡村,,
臺東縣池上鄉,臺東縣池上鄉第03選區,10014060-03,振興村/富興村/錦園村/萬安村,,
臺東縣東河鄉,臺東縣東河鄉第01選區,10014070-01,北源村/泰源村/東河村/尚德村/隆昌村/興昌村/都蘭村,,
臺東縣長濱鄉,臺東縣長濱鄉第01選區,10014080-01,樟原村/三間村/忠勇村/長濱村/竹湖村/寧埔村,,
臺東縣太麻里鄉,臺東縣太麻里鄉第01選區,10014090-01,美和村/三和村/華源村/北里村,,
臺東縣太麻里鄉,臺東縣太麻里鄉第02選區,10014090-02,大王村/香蘭村/金崙村/多良村/泰和村,,
臺東縣大武鄉,臺東縣大武鄉第01選區,10014100-01,大竹村/大鳥村/大武村/尚武村/南興村,,
臺東縣綠島鄉,臺東縣綠島鄉第01選區,10014110-01,南寮村,,
臺東縣綠島鄉,臺東縣綠島鄉第02選區,10014110-02,中寮村,,
臺東縣綠島鄉,臺東縣綠島鄉第03選區,10014110-03,公舘村,,
臺東縣海端鄉,臺東縣海端鄉第01選區,10014120-01,霧鹿村/利稻村,,
臺東縣海端鄉,臺東縣海端鄉第02選區,10014120-02,廣原村/海端村,,
臺東縣海端鄉,臺東縣海端鄉第03選區,10014120-03,加拿村/崁頂村,,
臺東縣延平鄉,臺東縣延平鄉第01選區,10014130-01,桃源村/紅葉村,,
臺東縣延平鄉,臺東縣延平鄉第02選區,10014130-02,武陵村/永康村,,
臺東縣延平鄉,臺東縣延平鄉第03選區,10014130-03,鸞山村,,
臺東縣金峰鄉,臺東縣金峰鄉第01選區,10014140-01,嘉蘭村,,
臺東縣金峰鄉,臺東縣金峰鄉第02選區,10014140-02,新興村/正興村,,
臺東縣金峰鄉,臺東縣金峰鄉第03選區,10014140-03,賓茂村/歷坵村,,
臺東縣達仁鄉,臺東縣達仁鄉第01選區,10014150-01,森永村/南田村,,
臺東縣達仁鄉,臺東縣達仁鄉第02選區,10014150-02,新化村/安朔村,,
臺東縣達仁鄉,臺東縣達仁鄉第03選區,10014150-03,台坂村/土坂村,,
臺東縣蘭嶼鄉,臺東縣蘭嶼鄉第01選區,10014160-01,朗島村/紅頭村/椰油村/東清村,,
花蓮縣花蓮市,花蓮縣花蓮市第01選區,10015010-01,民享里/民心里/民樂里/民孝里/民意里/民政里/民勤里/民立里/民運里/民德里,,
花蓮縣花蓮市,花蓮縣花蓮市第02選區,10015010-02,民有里/民權里/民主里/民生里/民族里,,
花蓮縣花蓮市,花蓮縣花蓮市第03選區,10015010-03,主計里/主權里/主商里/主學里/主勤里/主力里/主安里/主義里/主工里/主農里/主睦里/主和里/主信里,,
花蓮縣花蓮市,花蓮縣花蓮市第04選區,10015010-04,國安里/國魂里/國慶里/國華里/國防里/國光里/國聯里/國強里/國裕里/國盛里/國興里/國福里/國富里/國治里/國威里/國風里,,
花蓮縣鳳林鎮,花蓮縣鳳林鎮第01選區,10015020-01,鳳智里/鳳信里/山興里/大榮里/鳳仁里/鳳義里/鳳禮里,,
花蓮縣鳳林鎮,花蓮縣鳳林鎮第02選區,10015020-02,林榮里/北林里/南平里,,
花蓮縣鳳林鎮,花蓮縣鳳林鎮第03選區,10015020-03,長橋里/森榮里,,
花蓮縣玉里鎮,花蓮縣玉里鎮第01選區,10015030-01,三民里/大禹里/永昌里/泰昌里/國武里/源城里/中城里/啟模里/長良里,,
花蓮縣玉里鎮,花蓮縣玉里鎮第02選區,10015030-02,觀音里/松浦里/春日里/德武里/樂合里/東豐里,,
花蓮縣新城鄉,花蓮縣新城鄉第01選區,10015040-01,順安村/新城村,,
花蓮縣新城鄉,花蓮縣新城鄉第02選區,10015040-02,康樂村/北埔村/大漢村/新秀村,,
花蓮縣新城鄉,花蓮縣新城鄉第03選區,10015040-03,佳林村/嘉里村/嘉新村,,
花蓮縣吉安鄉,花蓮縣吉安鄉第01選區,10015050-01,南昌村/宜昌村/北昌村/勝安村/太昌村/永安村,,
花蓮縣吉安鄉,花蓮縣吉安鄉第02選區,10015050-02,干城村/慶豐村/吉安村/福興村/南華村,,
花蓮縣吉安鄉,花蓮縣吉安鄉第03選區,10015050-03,仁里村/東昌村/永興村/稻香村/仁安村/仁和村/光華村,,
花蓮縣壽豐鄉,花蓮縣壽豐鄉第01選區,10015060-01,志學村/月眉村/平和村/光榮村/池南村/共和村/壽豐村,,
花蓮縣壽豐鄉,花蓮縣壽豐鄉第02選區,10015060-02,米棧村/樹湖村/溪口村/豐山村/豐裡村/豐坪村,,
花蓮縣壽豐鄉,花蓮縣壽豐鄉第03選區,10015060-03,水璉村/鹽寮村,,
花蓮縣光復鄉,花蓮縣光復鄉第01選區,10015070-01,東富村/西富村/南富村/北富村/大安村/大華村/大平村/大馬村/大同村/大進村,,
花蓮縣光復鄉,花蓮縣光復鄉第02選區,10015070-02,大豐村/大全村/大興村/大富村,,
花蓮縣豐濱鄉,花蓮縣豐濱鄉第01選區,10015080-01,豐濱村/新社村/磯崎村/港口村/靜浦村,,
花蓮縣瑞穗鄉,花蓮縣瑞穗鄉第01選區,10015090-01,瑞北村/舞鶴村/鶴岡村/奇美村/瑞穗村/瑞美村/瑞良村/瑞祥村,,
花蓮縣瑞穗鄉,花蓮縣瑞穗鄉第02選區,10015090-02,富源村/富民村/富興村,,
花蓮縣富里鄉,花蓮縣富里鄉第01選區,10015100-01,吳江村/東里村/萬寧村/新興村/竹田村/羅山村,,
花蓮縣富里鄉,花蓮縣富里鄉第02選區,10015100-02,永豐村/豐南村/富南村/學田村/石牌村/明里村/富里村,,
花蓮縣秀林鄉,花蓮縣秀林鄉第01選區,10015110-01,崇德村/和平村/富世村/秀林村,,
花蓮縣秀林鄉,花蓮縣秀林鄉第02選區,10015110-02,景美村/佳民村,,
花蓮縣秀林鄉,花蓮縣秀林鄉第03選區,10015110-03,文蘭村/水源村/銅門村,,
花蓮縣萬榮鄉,花蓮縣萬榮鄉第01選區,10015120-01,西林村/見晴村,,
花蓮縣萬榮鄉,花蓮縣萬榮鄉第02選區,10015120-02,萬榮村/明利村,,
花蓮縣萬榮鄉,花蓮縣萬榮鄉第03選區,10015120-03,馬遠村/紅葉村,,
花蓮縣卓溪鄉,花蓮縣卓溪鄉第01選區,10015130-01,崙山村/立山村/太平村,,
花蓮縣卓溪鄉,花蓮縣卓溪鄉第02選區,10015130-02,卓溪村/卓清村/古風村,,
澎湖縣馬公市,澎湖縣馬公市第01選區,10016010-01,中央里/啟明里/重慶里/中興里/復興里/長安里,,
澎湖縣馬公市,澎湖縣馬公市第02選區,10016010-02,光明里/朝陽里/陽明里/重光里/西衛里/光復里/光榮里,,
澎湖縣馬公市,澎湖縣馬公市第03選區,10016010-03,西文里/東文里/案山里/光華里/前寮里/石泉里/菜園里/東衛里/安宅里/烏崁里/興仁里,,
澎湖縣馬公市,澎湖縣馬公市第04選區,10016010-04,井垵里/[嵵]裡里/風櫃里/虎井里/桶盤里/鐵線里/山水里/鎖港里/五德里,,
澎湖縣湖西鄉,澎湖縣湖西鄉第01選區,10016020-01,青螺村/白坑村/南寮村/北寮村/湖西村/湖東村/紅羅村/西溪村,,
澎湖縣湖西鄉,澎湖縣湖西鄉第02選區,10016020-02,許家村/沙港村/東石村/中西村/潭邊村/鼎灣村/成功村,,
澎湖縣湖西鄉,澎湖縣湖西鄉第03選區,10016020-03,城北村/太武村/隘門村/林投村/尖山村/龍門村/菓葉村,,
澎湖縣白沙鄉,澎湖縣白沙鄉第01選區,10016030-01,大倉村/講美村/城前村/鎮海村/港子村/中屯村,,
澎湖縣白沙鄉,澎湖縣白沙鄉第02選區,10016030-02,鳥嶼村/員貝村/岐頭村/小赤村/赤崁村/瓦硐村,,
澎湖縣白沙鄉,澎湖縣白沙鄉第03選區,10016030-03,後寮村/通梁村,,
澎湖縣白沙鄉,澎湖縣白沙鄉第04選區,10016030-04,吉貝村,,
澎湖縣西嶼鄉,澎湖縣西嶼鄉第01選區,10016040-01,橫礁村/合界村/小門村/竹灣村,,
澎湖縣西嶼鄉,澎湖縣西嶼鄉第02選區,10016040-02,赤馬村/大池村/二崁村/池東村/池西村,,
澎湖縣西嶼鄉,澎湖縣西嶼鄉第03選區,10016040-03,內垵村/外垵村,,
澎湖縣望安鄉,澎湖縣望安鄉第01選區,10016050-01,東安村/西安村/中社村/水垵村,,
澎湖縣望安鄉,澎湖縣望安鄉第02選區,10016050-02,將軍村,,
澎湖縣望安鄉,澎湖縣望安鄉第03選區,10016050-03,東吉村/花嶼村/東坪村/西坪村,,
澎湖縣七美鄉,澎湖縣七美鄉第01選區,10016060-01,東湖村/西湖村,,
澎湖縣七美鄉,澎湖縣七美鄉第02選區,10016060-02,中和村/平和村,,
澎湖縣七美鄉,澎湖縣七美鄉第03選區,10016060-03,海豐村/南港村,,
高雄市茂林區,高雄市茂林區第01選區,64000360-01,萬山里/多納里,,
高雄市茂林區,高雄市茂林區第02選區,64000360-02,茂林里,,
高雄市桃源區,高雄市桃源區第01選區,64000370-01,勤和里/復興里/拉芙蘭里/梅山里/桃源里/高中里,,
高雄市桃源區,高雄市桃源區第02選區,64000370-02,寶山里/建山里,,
高雄市那瑪夏區,高雄市那瑪夏區第01選區,64000380-01,達卡努瓦里,,
高雄市那瑪夏區,高雄市那瑪夏區第02選區,64000380-02,瑪雅里/南沙魯里,,
新北市烏來區,新北市烏來區第01選區,65000290-01,忠治里,,
新北市烏來區,新北市烏來區第02選區,65000290-02,孝義里/烏來里,,
新北市烏來區,新北市烏來區第03選區,65000290-03,信賢里,,
新北市烏來區,新北市烏來區第04選區,65000290-04,福山里,,
臺中市和平區,臺中市和平區第01選區,66000290-01,南勢里/天輪里/博愛里,,
臺中市和平區,臺中市和平區第02選區,66000290-02,中坑里/自由里/達觀里,,
臺中市和平區,臺中市和平區第03選區,66000290-03,梨山里/平等里,,
桃園市復興區,桃園市復興區第01選區,68000130-01,義盛里/霞雲里/三民里/澤仁里,,
桃園市復興區,桃園市復興區第02選區,68000130-02,長興里/奎輝里/羅浮里,,
桃園市復興區,桃園市復興區第03選區,68000130-03,高義里/三光里/華陵里,,
